Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/10/2020,02/01/2020,06/06/2020,Louisiana,Female,All ages,"1,016","8,637",815,457,38,"1,410",
06/10/2020,02/01/2020,06/06/2020,Louisiana,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Louisiana Total,All,All Ages,"2,211","17,727","1,752","1,008",71,"3,021",
06/10/2020,02/01/2020,06/06/2020,Maine,Male,Under 1 year,0,10,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Maine,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,15-24 years,0,27,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Maine,Male,25-34 years,0,62,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,35-44 years,,100,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,45-54 years,,178,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,55-64 years,,428,17,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,65-74 years,11,606,51,,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,75-84 years,12,681,61,,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,85 years and over,16,740,82,,,96,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Male,All ages,47,"2,840",218,10,16,271,
06/10/2020,02/01/2020,06/06/2020,Maine,Female,Under 1 year,0,12,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Maine,Female,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,25-34 years,0,27,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,35-44 years,0,38,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,45-54 years,,88,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,55-64 years,,220,13,0,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,65-74 years,,442,30,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,75-84 years,16,654,53,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,85 years and over,24,"1,083",81,,,109,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maine,Female,All ages,48,"2,573",189,11,15,241,
06/10/2020,02/01/2020,06/06/2020,Maine,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Maine Total,All,All Ages,95,"5,413",407,21,31,512,
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,Under 1 year,0,47,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,5-14 years,0,11,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,15-24 years,,155,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,25-34 years,17,347,12,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,35-44 years,41,459,28,15,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,45-54 years,68,709,53,25,,99,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,55-64 years,194,"1,721",147,67,12,284,
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,65-74 years,274,"2,251",243,106,,418,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,75-84 years,383,"2,550",349,151,13,594,
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,85 years and over,317,"2,479",316,118,17,528,
06/10/2020,02/01/2020,06/06/2020,Maryland,Male,All ages,"1,296","10,733","1,151",488,58,"2,010",
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,Under 1 year,0,54,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,5-14 years,0,11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,15-24 years,,47,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,25-34 years,,166,,,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,35-44 years,10,236,,0,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,45-54 years,38,432,38,16,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,55-64 years,104,"1,076",100,36,13,180,
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,65-74 years,231,"1,799",223,100,15,368,
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,75-84 years,349,"2,598",295,133,18,526,
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,85 years and over,539,"4,257",438,162,16,827,
06/10/2020,02/01/2020,06/06/2020,Maryland,Female,All ages,"1,279","10,684","1,112",450,66,"1,998",
06/10/2020,02/01/2020,06/06/2020,Maryland,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Maryland Total,All,All Ages,"2,575","21,417","2,263",938,124,"4,008",
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,Under 1 year,0,45,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,15-24 years,,96,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,25-34 years,,289,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,35-44 years,23,429,21,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,45-54 years,70,729,46,27,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,55-64 years,264,"1,796",212,123,17,369,
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,65-74 years,595,"2,787",443,238,18,818,
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,75-84 years,953,"3,595",645,368,25,"1,255",
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,85 years and over,"1,156","4,147",743,436,20,"1,481",
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Male,All ages,"3,071","13,926","2,119","1,203",89,"4,073",
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,Under 1 year,0,37,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,15-24 years,,50,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,25-34 years,,130,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,35-44 years,10,194,,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,45-54 years,54,402,29,17,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,55-64 years,151,"1,030",118,71,,204,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,65-74 years,380,"1,943",270,157,10,503,
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,75-84 years,855,"3,472",543,324,19,"1,093",
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,85 years and over,"1,979","7,143",991,559,30,"2,439",
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Female,All ages,"3,435","14,412","1,969","1,135",72,"4,336",
06/10/2020,02/01/2020,06/06/2020,Massachusetts,Unknown,All ages,0,0,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Massachusetts Total,All,All Ages,"6,506","28,338","4,088","2,338",161,"8,409",
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,Under 1 year,0,112,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,1-4 years,0,11,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,5-14 years,0,26,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,15-24 years,,198,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,25-34 years,23,448,19,,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,35-44 years,50,633,38,23,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,45-54 years,168,"1,280",123,80,11,222,
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,55-64 years,346,"3,028",323,172,17,514,
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,65-74 years,636,"4,441",601,329,35,943,
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,75-84 years,687,"5,062",712,358,22,"1,060",
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,85 years and over,525,"4,760",560,274,18,829,
06/10/2020,02/01/2020,06/06/2020,Michigan,Male,All ages,"2,437","19,999","2,383","1,246",112,"3,683",
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,Under 1 year,0,100,0,0,0,0,
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,1-4 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,5-14 years,,18,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,15-24 years,,71,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,25-34 years,11,203,,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,35-44 years,21,331,24,11,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,45-54 years,84,790,78,41,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,55-64 years,220,"1,947",213,113,25,345,
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,65-74 years,464,"3,421",458,251,30,701,
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,75-84 years,549,"4,724",548,281,29,844,
06/10/2020,02/01/2020,06/06/2020,Michigan,Female,85 years and over,832,"7,836",794,377,23,"1,272",
